,ids,team
60850,Cape Verde2008-06-22Mauritius,Cape Verde
60851,Cape Verde2008-06-22Mauritius,Mauritius
60852,Congo2008-06-22Chad,Congo
60853,Congo2008-06-22Chad,Chad
60854,DR Congo2008-06-22Djibouti,DR Congo
60855,DR Congo2008-06-22Djibouti,Djibouti
60856,Cuba2008-06-22Antigua and Barbuda,Cuba
60857,Cuba2008-06-22Antigua and Barbuda,Antigua and Barbuda
60858,Curaçao2008-06-22Haiti,Curaçao
60859,Curaçao2008-06-22Haiti,Haiti
60860,Egypt2008-06-22Malawi,Egypt
60861,Egypt2008-06-22Malawi,Malawi
60862,El Salvador2008-06-22Panama,El Salvador
60863,El Salvador2008-06-22Panama,Panama
60864,Ethiopia2008-06-22Mauritania,Ethiopia
60865,Ethiopia2008-06-22Mauritania,Mauritania
60866,Ghana2008-06-22Gabon,Ghana
60867,Ghana2008-06-22Gabon,Gabon
60868,Guinea2008-06-22Namibia,Guinea
60869,Guinea2008-06-22Namibia,Namibia
60870,Guyana2008-06-22Suriname,Guyana
60871,Guyana2008-06-22Suriname,Suriname
60872,Iran2008-06-22Kuwait,Iran
60873,Iran2008-06-22Kuwait,Kuwait
60874,Iraq2008-06-22Qatar,Iraq
60875,Iraq2008-06-22Qatar,Qatar
60876,Ivory Coast2008-06-22Botswana,Ivory Coast
60877,Ivory Coast2008-06-22Botswana,Botswana
60878,Japan2008-06-22Bahrain,Japan
60879,Japan2008-06-22Bahrain,Bahrain
60880,Jordan2008-06-22Turkmenistan,Jordan
60881,Jordan2008-06-22Turkmenistan,Turkmenistan
60882,South Korea2008-06-22North Korea,South Korea
60883,South Korea2008-06-22North Korea,North Korea
60884,Lebanon2008-06-22Singapore,Lebanon
60885,Lebanon2008-06-22Singapore,Singapore
60886,Mali2008-06-22Sudan,Mali
60887,Mali2008-06-22Sudan,Sudan
60888,Mozambique2008-06-22Madagascar,Mozambique
60889,Mozambique2008-06-22Madagascar,Madagascar
60890,Oman2008-06-22Thailand,Oman
60891,Oman2008-06-22Thailand,Thailand
60892,Saudi Arabia2008-06-22Uzbekistan,Saudi Arabia
60893,Saudi Arabia2008-06-22Uzbekistan,Uzbekistan
60894,Spain2008-06-22Italy,Spain
60895,Spain2008-06-22Italy,Italy
60896,United Arab Emirates2008-06-22Syria,United Arab Emirates
60897,United Arab Emirates2008-06-22Syria,Syria
60898,Zimbabwe2008-06-22Kenya,Zimbabwe
60899,Zimbabwe2008-06-22Kenya,Kenya
60900,Angola2008-06-23Uganda,Angola
60901,Angola2008-06-23Uganda,Uganda
60902,Germany2008-06-25Turkey,Germany
60903,Germany2008-06-25Turkey,Turkey
60904,Russia2008-06-26Spain,Russia
60905,Russia2008-06-26Spain,Spain
60906,Gabon2008-06-28Lesotho,Gabon
60907,Gabon2008-06-28Lesotho,Lesotho
60908,Germany2008-06-29Spain,Germany
60909,Germany2008-06-29Spain,Spain
60910,Solomon Islands2008-07-07Vanuatu,Solomon Islands
60911,Solomon Islands2008-07-07Vanuatu,Vanuatu
60912,Sápmi2008-07-07Iraqi Kurdistan,Sápmi
60913,Sápmi2008-07-07Iraqi Kurdistan,Iraqi Kurdistan
60914,Trinidad and Tobago2008-07-08Guyana,Trinidad and Tobago
60915,Trinidad and Tobago2008-07-08Guyana,Guyana
60916,Provence2008-07-08Padania,Provence
60917,Provence2008-07-08Padania,Padania
60918,Provence2008-07-09Iraqi Kurdistan,Provence
60919,Provence2008-07-09Iraqi Kurdistan,Iraqi Kurdistan
60920,Sápmi2008-07-09Arameans Suryoye,Sápmi
60921,Sápmi2008-07-09Arameans Suryoye,Arameans Suryoye
60922,Arameans Suryoye2008-07-10Provence,Arameans Suryoye
60923,Arameans Suryoye2008-07-10Provence,Provence
60924,Padania2008-07-10Iraqi Kurdistan,Padania
60925,Padania2008-07-10Iraqi Kurdistan,Iraqi Kurdistan
60926,Sápmi2008-07-11Padania,Sápmi
60927,Sápmi2008-07-11Padania,Padania
60928,Iraqi Kurdistan2008-07-11Arameans Suryoye,Iraqi Kurdistan
60929,Iraqi Kurdistan2008-07-11Arameans Suryoye,Arameans Suryoye
60930,Padania2008-07-12Arameans Suryoye,Padania
60931,Padania2008-07-12Arameans Suryoye,Arameans Suryoye
60932,Sápmi2008-07-12Provence,Sápmi
60933,Sápmi2008-07-12Provence,Provence
60934,Sápmi2008-07-13Iraqi Kurdistan,Sápmi
60935,Sápmi2008-07-13Iraqi Kurdistan,Iraqi Kurdistan
60936,Padania2008-07-13Arameans Suryoye,Padania
60937,Padania2008-07-13Arameans Suryoye,Arameans Suryoye
60938,Trinidad and Tobago2008-07-17Curaçao,Trinidad and Tobago
60939,Trinidad and Tobago2008-07-17Curaçao,Curaçao
60940,Madagascar2008-07-19Eswatini,Madagascar
60941,Madagascar2008-07-19Eswatini,Eswatini
60942,Mauritius2008-07-19Seychelles,Mauritius
60943,Mauritius2008-07-19Seychelles,Seychelles
60944,Comoros2008-07-20Namibia,Comoros
60945,Comoros2008-07-20Namibia,Namibia
60946,El Salvador2008-07-20Guatemala,El Salvador
60947,El Salvador2008-07-20Guatemala,Guatemala
60948,Lesotho2008-07-20Malawi,Lesotho
60949,Lesotho2008-07-20Malawi,Malawi
60950,Madagascar2008-07-21Seychelles,Madagascar
60951,Madagascar2008-07-21Seychelles,Seychelles
60952,Mauritius2008-07-21Eswatini,Mauritius
60953,Mauritius2008-07-21Eswatini,Eswatini
60954,Comoros2008-07-22Malawi,Comoros
60955,Comoros2008-07-22Malawi,Malawi
60956,India2008-07-22Malaysia,India
60957,India2008-07-22Malaysia,Malaysia
60958,Lesotho2008-07-22Namibia,Lesotho
60959,Lesotho2008-07-22Namibia,Namibia
60960,Madagascar2008-07-23Mauritius,Madagascar
60961,Madagascar2008-07-23Mauritius,Mauritius
60962,Seychelles2008-07-23Eswatini,Seychelles
60963,Seychelles2008-07-23Eswatini,Eswatini
60964,Comoros2008-07-24Lesotho,Comoros
60965,Comoros2008-07-24Lesotho,Lesotho
60966,Malawi2008-07-24Namibia,Malawi
60967,Malawi2008-07-24Namibia,Namibia
60968,El Salvador2008-07-26Jamaica,El Salvador
60969,El Salvador2008-07-26Jamaica,Jamaica
60970,Botswana2008-07-27Mozambique,Botswana
60971,Botswana2008-07-27Mozambique,Mozambique
60972,Curaçao2008-07-27Aruba,Curaçao
60973,Curaçao2008-07-27Aruba,Aruba
60974,Zambia2008-07-27Zimbabwe,Zambia
60975,Zambia2008-07-27Zimbabwe,Zimbabwe
60976,Grenada2008-07-29Aruba,Grenada
60977,Grenada2008-07-29Aruba,Aruba
60978,India2008-07-30Afghanistan,India
60979,India2008-07-30Afghanistan,Afghanistan
60980,Madagascar2008-07-30Mozambique,Madagascar
60981,Madagascar2008-07-30Mozambique,Mozambique
60982,Trinidad and Tobago2008-07-30Haiti,Trinidad and Tobago
60983,Trinidad and Tobago2008-07-30Haiti,Haiti
60984,Turkmenistan2008-07-30Tajikistan,Turkmenistan
60985,Turkmenistan2008-07-30Tajikistan,Tajikistan
60986,Burma2008-07-31Nepal,Burma
60987,Burma2008-07-31Nepal,Nepal
60988,Curaçao2008-07-31Grenada,Curaçao
60989,Curaçao2008-07-31Grenada,Grenada
60990,North Korea2008-07-31Sri Lanka,North Korea
60991,North Korea2008-07-31Sri Lanka,Sri Lanka
60992,Afghanistan2008-08-01Turkmenistan,Afghanistan
60993,Afghanistan2008-08-01Turkmenistan,Turkmenistan
60994,India2008-08-01Tajikistan,India
60995,India2008-08-01Tajikistan,Tajikistan
60996,Nepal2008-08-02North Korea,Nepal
60997,Nepal2008-08-02North Korea,North Korea
60998,Sri Lanka2008-08-02Burma,Sri Lanka
60999,Sri Lanka2008-08-02Burma,Burma
61000,Afghanistan2008-08-03Tajikistan,Afghanistan
61001,Afghanistan2008-08-03Tajikistan,Tajikistan
61002,India2008-08-03Turkmenistan,India
61003,India2008-08-03Turkmenistan,Turkmenistan
61004,Madagascar2008-08-03Zambia,Madagascar
61005,Madagascar2008-08-03Zambia,Zambia
61006,North Korea2008-08-04Burma,North Korea
61007,North Korea2008-08-04Burma,Burma
61008,Nepal2008-08-04Sri Lanka,Nepal
61009,Nepal2008-08-04Sri Lanka,Sri Lanka
61010,Guatemala2008-08-06Bolivia,Guatemala
61011,Guatemala2008-08-06Bolivia,Bolivia
61012,India2008-08-07Burma,India
61013,India2008-08-07Burma,Burma
61014,Iran2008-08-07Palestine,Iran
61015,Iran2008-08-07Palestine,Palestine
61016,North Korea2008-08-07Tajikistan,North Korea
61017,North Korea2008-08-07Tajikistan,Tajikistan
61018,Syria2008-08-07Jordan,Syria
61019,Syria2008-08-07Jordan,Jordan
61020,Guyana2008-08-08Dominica,Guyana
61021,Guyana2008-08-08Dominica,Dominica
61022,Dominica2008-08-09Suriname,Dominica
61023,Dominica2008-08-09Suriname,Suriname
61024,Oman2008-08-09Syria,Oman
61025,Oman2008-08-09Syria,Syria
61026,Palestine2008-08-09Qatar,Palestine
61027,Palestine2008-08-09Qatar,Qatar
61028,Guyana2008-08-10Suriname,Guyana
61029,Guyana2008-08-10Suriname,Suriname
61030,Haiti2008-08-10Trinidad and Tobago,Haiti
61031,Haiti2008-08-10Trinidad and Tobago,Trinidad and Tobago
61032,Iran2008-08-11Qatar,Iran
61033,Iran2008-08-11Qatar,Qatar
61034,Burma2008-08-13North Korea,Burma
61035,Burma2008-08-13North Korea,North Korea
61036,India2008-08-13Tajikistan,India
61037,India2008-08-13Tajikistan,Tajikistan
61038,Iran2008-08-13Syria,Iran
61039,Iran2008-08-13Syria,Syria
61040,Jordan2008-08-13Qatar,Jordan
61041,Jordan2008-08-13Qatar,Qatar
61042,El Salvador2008-08-14Trinidad and Tobago,El Salvador
61043,El Salvador2008-08-14Trinidad and Tobago,Trinidad and Tobago
61044,Iran2008-08-15Jordan,Iran
61045,Iran2008-08-15Jordan,Jordan
61046,Australia2008-08-19South Africa,Australia
61047,Australia2008-08-19South Africa,South Africa
61048,Gabon2008-08-19Mali,Gabon
61049,Gabon2008-08-19Mali,Mali
61050,Albania2008-08-20Liechtenstein,Albania
61051,Albania2008-08-20Liechtenstein,Liechtenstein
61052,Algeria2008-08-20United Arab Emirates,Algeria
61053,Algeria2008-08-20United Arab Emirates,United Arab Emirates
61054,Bahrain2008-08-20Burkina Faso,Bahrain
61055,Bahrain2008-08-20Burkina Faso,Burkina Faso
61056,Belarus2008-08-20Argentina,Belarus
61057,Belarus2008-08-20Argentina,Argentina
61058,Bolivia2008-08-20Panama,Bolivia
61059,Bolivia2008-08-20Panama,Panama
61060,Bosnia and Herzegovina2008-08-20Bulgaria,Bosnia and Herzegovina
61061,Bosnia and Herzegovina2008-08-20Bulgaria,Bulgaria
61062,Canada2008-08-20Jamaica,Canada
61063,Canada2008-08-20Jamaica,Jamaica
61064,Colombia2008-08-20Ecuador,Colombia
61065,Colombia2008-08-20Ecuador,Ecuador
61066,DR Congo2008-08-20Togo,DR Congo
61067,DR Congo2008-08-20Togo,Togo
61068,Costa Rica2008-08-20El Salvador,Costa Rica
61069,Costa Rica2008-08-20El Salvador,El Salvador
61070,Cuba2008-08-20Trinidad and Tobago,Cuba
61071,Cuba2008-08-20Trinidad and Tobago,Trinidad and Tobago
61072,Denmark2008-08-20Spain,Denmark
61073,Denmark2008-08-20Spain,Spain
61074,England2008-08-20Czech Republic,England
61075,England2008-08-20Czech Republic,Czech Republic
61076,Estonia2008-08-20Malta,Estonia
61077,Estonia2008-08-20Malta,Malta
61078,Finland2008-08-20Israel,Finland
61079,Finland2008-08-20Israel,Israel
61080,Germany2008-08-20Belgium,Germany
61081,Germany2008-08-20Belgium,Belgium
61082,Guatemala2008-08-20United States,Guatemala
61083,Guatemala2008-08-20United States,United States
61084,Guinea2008-08-20Ivory Coast,Guinea
61085,Guinea2008-08-20Ivory Coast,Ivory Coast
61086,Haiti2008-08-20Suriname,Haiti
61087,Haiti2008-08-20Suriname,Suriname
61088,Hungary2008-08-20Montenegro,Hungary
61089,Hungary2008-08-20Montenegro,Montenegro
61090,Iceland2008-08-20Azerbaijan,Iceland
61091,Iceland2008-08-20Azerbaijan,Azerbaijan
61092,Italy2008-08-20Austria,Italy
61093,Italy2008-08-20Austria,Austria
61094,Japan2008-08-20Uruguay,Japan
61095,Japan2008-08-20Uruguay,Uruguay
61096,Kazakhstan2008-08-20Andorra,Kazakhstan
61097,Kazakhstan2008-08-20Andorra,Andorra
61098,Libya2008-08-20Senegal,Libya
61099,Libya2008-08-20Senegal,Senegal
61100,Lithuania2008-08-20Moldova,Lithuania
61101,Lithuania2008-08-20Moldova,Moldova
61102,Luxembourg2008-08-20North Macedonia,Luxembourg
61103,Luxembourg2008-08-20North Macedonia,North Macedonia
61104,Mexico2008-08-20Honduras,Mexico
61105,Mexico2008-08-20Honduras,Honduras
61106,Morocco2008-08-20Benin,Morocco
61107,Morocco2008-08-20Benin,Benin
61108,Mozambique2008-08-20Eswatini,Mozambique
61109,Mozambique2008-08-20Eswatini,Eswatini
61110,Norway2008-08-20Republic of Ireland,Norway
61111,Norway2008-08-20Republic of Ireland,Republic of Ireland
61112,Oman2008-08-20Uzbekistan,Oman
61113,Oman2008-08-20Uzbekistan,Uzbekistan
61114,Portugal2008-08-20Faroe Islands,Portugal
61115,Portugal2008-08-20Faroe Islands,Faroe Islands
61116,Qatar2008-08-20Tajikistan,Qatar
61117,Qatar2008-08-20Tajikistan,Tajikistan
61118,Romania2008-08-20Latvia,Romania
61119,Romania2008-08-20Latvia,Latvia
61120,Russia2008-08-20Netherlands,Russia
61121,Russia2008-08-20Netherlands,Netherlands
61122,Saudi Arabia2008-08-20Paraguay,Saudi Arabia
61123,Saudi Arabia2008-08-20Paraguay,Paraguay
61124,Scotland2008-08-20Northern Ireland,Scotland
61125,Scotland2008-08-20Northern Ireland,Northern Ireland
61126,Slovakia2008-08-20Greece,Slovakia
61127,Slovakia2008-08-20Greece,Greece
61128,Slovenia2008-08-20Croatia,Slovenia
61129,Slovenia2008-08-20Croatia,Croatia
61130,Sudan2008-08-20Egypt,Sudan
61131,Sudan2008-08-20Egypt,Egypt
61132,Sweden2008-08-20France,Sweden
61133,Sweden2008-08-20France,France
61134,Switzerland2008-08-20Cyprus,Switzerland
61135,Switzerland2008-08-20Cyprus,Cyprus
61136,Tanzania2008-08-20Ghana,Tanzania
61137,Tanzania2008-08-20Ghana,Ghana
61138,Tunisia2008-08-20Angola,Tunisia
61139,Tunisia2008-08-20Angola,Angola
61140,Turkey2008-08-20Chile,Turkey
61141,Turkey2008-08-20Chile,Chile
61142,Ukraine2008-08-20Poland,Ukraine
61143,Ukraine2008-08-20Poland,Poland
61144,Venezuela2008-08-20Syria,Venezuela
61145,Venezuela2008-08-20Syria,Syria
61146,Wales2008-08-20Georgia,Wales
61147,Wales2008-08-20Georgia,Georgia
61148,Zimbabwe2008-08-20Botswana,Zimbabwe
61149,Zimbabwe2008-08-20Botswana,Botswana
61150,Indonesia2008-08-21Cambodia,Indonesia
61151,Indonesia2008-08-21Cambodia,Cambodia
61152,Cambodia2008-08-22Burma,Cambodia
61153,Cambodia2008-08-22Burma,Burma
61154,Libya2008-08-24Chad,Libya
61155,Libya2008-08-24Chad,Chad
61156,Qatar2008-08-24North Korea,Qatar
61157,Qatar2008-08-24North Korea,North Korea
61158,Indonesia2008-08-25Burma,Indonesia
61159,Indonesia2008-08-25Burma,Burma
61160,Bermuda2008-08-27Antigua and Barbuda,Bermuda
61161,Bermuda2008-08-27Antigua and Barbuda,Antigua and Barbuda
61162,Cayman Islands2008-08-27Saint Martin,Cayman Islands
61163,Cayman Islands2008-08-27Saint Martin,Saint Martin
61164,Iran2008-08-27Azerbaijan,Iran
61165,Iran2008-08-27Azerbaijan,Azerbaijan
61166,Libya2008-08-28Niger,Libya
61167,Libya2008-08-28Niger,Niger
61168,United Arab Emirates2008-08-29Bahrain,United Arab Emirates
61169,United Arab Emirates2008-08-29Bahrain,Bahrain
61170,Uzbekistan2008-08-29North Korea,Uzbekistan
61171,Uzbekistan2008-08-29North Korea,North Korea
61172,Cayman Islands2008-08-30Antigua and Barbuda,Cayman Islands
61173,Cayman Islands2008-08-30Antigua and Barbuda,Antigua and Barbuda
61174,Saudi Arabia2008-08-30Qatar,Saudi Arabia
61175,Saudi Arabia2008-08-30Qatar,Qatar
61176,Saint Martin2008-08-30Bermuda,Saint Martin
61177,Saint Martin2008-08-30Bermuda,Bermuda
61178,Suriname2008-08-30French Guiana,Suriname
61179,Suriname2008-08-30French Guiana,French Guiana
61180,Antigua and Barbuda2008-08-31Saint Martin,Antigua and Barbuda
61181,Antigua and Barbuda2008-08-31Saint Martin,Saint Martin
61182,Cayman Islands2008-08-31Bermuda,Cayman Islands
61183,Cayman Islands2008-08-31Bermuda,Bermuda
61184,Trinidad and Tobago2008-09-03Guyana,Trinidad and Tobago
61185,Trinidad and Tobago2008-09-03Guyana,Guyana
61186,Algeria2008-09-05Senegal,Algeria
61187,Algeria2008-09-05Senegal,Senegal
61188,Djibouti2008-09-05Malawi,Djibouti
61189,Djibouti2008-09-05Malawi,Malawi
61190,South Korea2008-09-05Jordan,South Korea
61191,South Korea2008-09-05Jordan,Jordan
61192,Libya2008-09-05Ghana,Libya
61193,Libya2008-09-05Ghana,Ghana
61194,Albania2008-09-06Sweden,Albania
61195,Albania2008-09-06Sweden,Sweden
61196,Andorra2008-09-06England,Andorra
61197,Andorra2008-09-06England,England
61198,Argentina2008-09-06Paraguay,Argentina
61199,Argentina2008-09-06Paraguay,Paraguay
61200,Armenia2008-09-06Turkey,Armenia
61201,Armenia2008-09-06Turkey,Turkey
61202,Austria2008-09-06France,Austria
61203,Austria2008-09-06France,France
61204,Bahrain2008-09-06Japan,Bahrain
61205,Bahrain2008-09-06Japan,Japan
61206,Belgium2008-09-06Estonia,Belgium
61207,Belgium2008-09-06Estonia,Estonia
61208,Burkina Faso2008-09-06Tunisia,Burkina Faso
61209,Burkina Faso2008-09-06Tunisia,Tunisia
61210,Cape Verde2008-09-06Cameroon,Cape Verde
61211,Cape Verde2008-09-06Cameroon,Cameroon
61212,Colombia2008-09-06Uruguay,Colombia
61213,Colombia2008-09-06Uruguay,Uruguay
61214,Croatia2008-09-06Kazakhstan,Croatia
61215,Croatia2008-09-06Kazakhstan,Kazakhstan
61216,Cuba2008-09-06United States,Cuba
61217,Cuba2008-09-06United States,United States
61218,Cyprus2008-09-06Italy,Cyprus
61219,Cyprus2008-09-06Italy,Italy
61220,Ecuador2008-09-06Bolivia,Ecuador
61221,Ecuador2008-09-06Bolivia,Bolivia
61222,Fiji2008-09-06Vanuatu,Fiji
61223,Fiji2008-09-06Vanuatu,Vanuatu
61224,Gambia2008-09-06Liberia,Gambia
61225,Gambia2008-09-06Liberia,Liberia
61226,Georgia2008-09-06Republic of Ireland,Georgia
61227,Georgia2008-09-06Republic of Ireland,Republic of Ireland
61228,Hungary2008-09-06Denmark,Hungary
61229,Hungary2008-09-06Denmark,Denmark
61230,Israel2008-09-06Switzerland,Israel
61231,Israel2008-09-06Switzerland,Switzerland
61232,Kenya2008-09-06Namibia,Kenya
61233,Kenya2008-09-06Namibia,Namibia
61234,Liechtenstein2008-09-06Germany,Liechtenstein
61235,Liechtenstein2008-09-06Germany,Germany
61236,Luxembourg2008-09-06Greece,Luxembourg
61237,Luxembourg2008-09-06Greece,Greece
61238,North Macedonia2008-09-06Scotland,North Macedonia
61239,North Macedonia2008-09-06Scotland,Scotland
61240,Malta2008-09-06Portugal,Malta
61241,Malta2008-09-06Portugal,Portugal
61242,Martinique2008-09-06French Guiana,Martinique
61243,Martinique2008-09-06French Guiana,French Guiana
61244,Mauritania2008-09-06Rwanda,Mauritania
61245,Mauritania2008-09-06Rwanda,Rwanda
61246,Mauritius2008-09-06Tanzania,Mauritius
61247,Mauritius2008-09-06Tanzania,Tanzania
61248,Moldova2008-09-06Latvia,Moldova
61249,Moldova2008-09-06Latvia,Latvia
61250,Montenegro2008-09-06Bulgaria,Montenegro
61251,Montenegro2008-09-06Bulgaria,Bulgaria
61252,Netherlands2008-09-06Australia,Netherlands
61253,Netherlands2008-09-06Australia,Australia
61254,New Caledonia2008-09-06New Zealand,New Caledonia
61255,New Caledonia2008-09-06New Zealand,New Zealand
61256,Norway2008-09-06Iceland,Norway
61257,Norway2008-09-06Iceland,Iceland
61258,Oman2008-09-06Morocco,Oman
61259,Oman2008-09-06Morocco,Morocco
61260,Peru2008-09-06Venezuela,Peru
61261,Peru2008-09-06Venezuela,Venezuela
61262,Poland2008-09-06Slovenia,Poland
61263,Poland2008-09-06Slovenia,Slovenia
61264,Qatar2008-09-06Uzbekistan,Qatar
61265,Qatar2008-09-06Uzbekistan,Uzbekistan
61266,Romania2008-09-06Lithuania,Romania
61267,Romania2008-09-06Lithuania,Lithuania
61268,Saudi Arabia2008-09-06Iran,Saudi Arabia
61269,Saudi Arabia2008-09-06Iran,Iran
61270,Serbia2008-09-06Faroe Islands,Serbia
61271,Serbia2008-09-06Faroe Islands,Faroe Islands
61272,Seychelles2008-09-06Burundi,Seychelles
61273,Seychelles2008-09-06Burundi,Burundi
61274,Sierra Leone2008-09-06Equatorial Guinea,Sierra Leone
61275,Sierra Leone2008-09-06Equatorial Guinea,Equatorial Guinea
61276,Slovakia2008-09-06Northern Ireland,Slovakia
61277,Slovakia2008-09-06Northern Ireland,Northern Ireland
61278,South Africa2008-09-06Nigeria,South Africa
61279,South Africa2008-09-06Nigeria,Nigeria
61280,Spain2008-09-06Bosnia and Herzegovina,Spain
61281,Spain2008-09-06Bosnia and Herzegovina,Bosnia and Herzegovina
61282,Sudan2008-09-06Chad,Sudan
61283,Sudan2008-09-06Chad,Chad
61284,Trinidad and Tobago2008-09-06Guatemala,Trinidad and Tobago
61285,Trinidad and Tobago2008-09-06Guatemala,Guatemala
61286,Ukraine2008-09-06Belarus,Ukraine
61287,Ukraine2008-09-06Belarus,Belarus
61288,United Arab Emirates2008-09-06North Korea,United Arab Emirates
61289,United Arab Emirates2008-09-06North Korea,North Korea
61290,Wales2008-09-06Azerbaijan,Wales
61291,Wales2008-09-06Azerbaijan,Azerbaijan
61292,Benin2008-09-07Angola,Benin
61293,Benin2008-09-07Angola,Angola
61294,Chile2008-09-07Brazil,Chile
61295,Chile2008-09-07Brazil,Brazil
61296,Congo2008-09-07Mali,Congo
61297,Congo2008-09-07Mali,Mali
61298,DR Congo2008-09-07Egypt,DR Congo
61299,DR Congo2008-09-07Egypt,Egypt
61300,Lesotho2008-09-07Gabon,Lesotho
61301,Lesotho2008-09-07Gabon,Gabon
61302,Madagascar2008-09-07Botswana,Madagascar
61303,Madagascar2008-09-07Botswana,Botswana
61304,Mozambique2008-09-07Ivory Coast,Mozambique
61305,Mozambique2008-09-07Ivory Coast,Ivory Coast
61306,Niger2008-09-07Uganda,Niger
61307,Niger2008-09-07Uganda,Uganda
61308,Zimbabwe2008-09-07Guinea,Zimbabwe
61309,Zimbabwe2008-09-07Guinea,Guinea
61310,Paraguay2008-09-09Venezuela,Paraguay
61311,Paraguay2008-09-09Venezuela,Venezuela
61312,South Africa2008-09-09Guinea,South Africa
61313,South Africa2008-09-09Guinea,Guinea
61314,Albania2008-09-10Malta,Albania
61315,Albania2008-09-10Malta,Malta
61316,Andorra2008-09-10Belarus,Andorra
61317,Andorra2008-09-10Belarus,Belarus
61318,Azerbaijan2008-09-10Liechtenstein,Azerbaijan
61319,Azerbaijan2008-09-10Liechtenstein,Liechtenstein
61320,Bosnia and Herzegovina2008-09-10Estonia,Bosnia and Herzegovina
61321,Bosnia and Herzegovina2008-09-10Estonia,Estonia
61322,Brazil2008-09-10Bolivia,Brazil
61323,Brazil2008-09-10Bolivia,Bolivia
61324,Chad2008-09-10Sudan,Chad
61325,Chad2008-09-10Sudan,Sudan
61326,Chile2008-09-10Colombia,Chile
61327,Chile2008-09-10Colombia,Colombia
61328,Croatia2008-09-10England,Croatia
61329,Croatia2008-09-10England,England
61330,Faroe Islands2008-09-10Romania,Faroe Islands
61331,Faroe Islands2008-09-10Romania,Romania
61332,Finland2008-09-10Germany,Finland
61333,Finland2008-09-10Germany,Germany
61334,France2008-09-10Serbia,France
61335,France2008-09-10Serbia,Serbia
61336,Guatemala2008-09-10Cuba,Guatemala
61337,Guatemala2008-09-10Cuba,Cuba
61338,Haiti2008-09-10Costa Rica,Haiti
61339,Haiti2008-09-10Costa Rica,Costa Rica
61340,Honduras2008-09-10Jamaica,Honduras
61341,Honduras2008-09-10Jamaica,Jamaica
61342,Iceland2008-09-10Scotland,Iceland
61343,Iceland2008-09-10Scotland,Scotland
61344,Italy2008-09-10Georgia,Italy
61345,Italy2008-09-10Georgia,Georgia
61346,Kazakhstan2008-09-10Ukraine,Kazakhstan
61347,Kazakhstan2008-09-10Ukraine,Ukraine
61348,North Korea2008-09-10South Korea,North Korea
61349,North Korea2008-09-10South Korea,South Korea
61350,Latvia2008-09-10Greece,Latvia
61351,Latvia2008-09-10Greece,Greece
61352,Lithuania2008-09-10Austria,Lithuania
61353,Lithuania2008-09-10Austria,Austria
61354,North Macedonia2008-09-10Netherlands,North Macedonia
61355,North Macedonia2008-09-10Netherlands,Netherlands
61356,Mexico2008-09-10Canada,Mexico
61357,Mexico2008-09-10Canada,Canada
61358,Moldova2008-09-10Israel,Moldova
61359,Moldova2008-09-10Israel,Israel
61360,Montenegro2008-09-10Republic of Ireland,Montenegro
61361,Montenegro2008-09-10Republic of Ireland,Republic of Ireland
61362,New Zealand2008-09-10New Caledonia,New Zealand
61363,New Zealand2008-09-10New Caledonia,New Caledonia
61364,Northern Ireland2008-09-10Czech Republic,Northern Ireland
61365,Northern Ireland2008-09-10Czech Republic,Czech Republic
61366,Oman2008-09-10Zimbabwe,Oman
61367,Oman2008-09-10Zimbabwe,Zimbabwe
61368,Peru2008-09-10Argentina,Peru
61369,Peru2008-09-10Argentina,Argentina
61370,Portugal2008-09-10Denmark,Portugal
61371,Portugal2008-09-10Denmark,Denmark
61372,Qatar2008-09-10Bahrain,Qatar
61373,Qatar2008-09-10Bahrain,Bahrain
61374,Russia2008-09-10Wales,Russia
61375,Russia2008-09-10Wales,Wales
61376,San Marino2008-09-10Poland,San Marino
61377,San Marino2008-09-10Poland,Poland
61378,Slovenia2008-09-10Slovakia,Slovenia
61379,Slovenia2008-09-10Slovakia,Slovakia
61380,Spain2008-09-10Armenia,Spain
61381,Spain2008-09-10Armenia,Armenia
61382,Suriname2008-09-10El Salvador,Suriname
61383,Suriname2008-09-10El Salvador,El Salvador
61384,Sweden2008-09-10Hungary,Sweden
61385,Sweden2008-09-10Hungary,Hungary
61386,Switzerland2008-09-10Luxembourg,Switzerland
61387,Switzerland2008-09-10Luxembourg,Luxembourg
61388,Turkey2008-09-10Belgium,Turkey
61389,Turkey2008-09-10Belgium,Belgium
61390,United Arab Emirates2008-09-10Saudi Arabia,United Arab Emirates
61391,United Arab Emirates2008-09-10Saudi Arabia,Saudi Arabia
61392,Uruguay2008-09-10Ecuador,Uruguay
61393,Uruguay2008-09-10Ecuador,Ecuador
61394,United States2008-09-10Trinidad and Tobago,United States
61395,United States2008-09-10Trinidad and Tobago,Trinidad and Tobago
61396,Uzbekistan2008-09-10Australia,Uzbekistan
61397,Uzbekistan2008-09-10Australia,Australia
61398,Vanuatu2008-09-10Fiji,Vanuatu
61399,Vanuatu2008-09-10Fiji,Fiji
61400,Zambia2008-09-10Togo,Zambia
61401,Zambia2008-09-10Togo,Togo
61402,Martinique2008-09-19Anguilla,Martinique
61403,Martinique2008-09-19Anguilla,Anguilla
61404,Antigua and Barbuda2008-09-21Guyana,Antigua and Barbuda
61405,Antigua and Barbuda2008-09-21Guyana,Guyana
61406,Guadeloupe2008-09-24Martinique,Guadeloupe
